Customer ID,Sum of Sales,Sum of Quantity
14717,฿72.8,30
14718,฿226.42,202
14719,฿1592.18,1031
14720,฿663.81,219
14721,฿115.77,59
14722,฿513.37,222
14723,฿2093.06,1308
14724,฿345.25,187
14725,฿1264.84,1316
14726,฿124.75,91
14727,฿291.13,76
14728,฿190.58,68
14729,฿907.38,574
14730,฿2005.06,1132
14731,฿380.02,256
14732,฿5447.52,2259
14733,฿16050.6,6452
14734,฿1045.47,377
14735,฿11909.71,4398
14736,฿401.08,164
14737,฿3554.17,1071
14738,฿1763.64,727
14739,฿12269.57,10164
14740,฿4068.86,2059
14741,฿1897.59,1120
14742,฿579.85,374
14743,฿50.48,40
14744,฿3821.02,2544
14745,฿2491.46,1953
14746,฿593.5,398
14747,฿294.3,82
14748,฿2672.25,2320
14749,฿310.15,403
14750,฿112.03,65
14751,฿126.45,65
14752,฿389.64,260
14753,฿869.51,412
14754,฿1546.28,1009
14755,฿9851.45,4366
14756,฿2613.46,1419
14757,฿420.5,160
14758,฿2864.97,840
14759,฿1625.97,569
14760,฿53.8,28
14761,฿447.92,206
14762,฿417.57,428
14763,-฿9.95,-1
14764,฿250.55,175
14765,฿254.11,135
14766,฿6431.98,4001
14767,฿382.81,117
14768,฿139.5,34
14769,฿15696.67,11202
14770,฿3624.89,1597
14771,฿579.92,608
14772,฿139.26,82
14773,฿125.7,50
14774,฿241.45,99
14775,฿1418.46,1558
14776,฿3339.02,4204
14777,฿239.26,200
14778,฿730.86,306
14779,฿386.15,84
14780,฿447.68,310
14781,-฿530.31,-1
14782,฿200.1,114
14783,฿305.35,261
14784,฿449.93,363
14785,฿77.4,84
14786,฿90.96,112
14787,฿110.65,59
14788,฿1156.32,719
14789,฿197.64,116
14790,฿2526.62,2642
14791,฿303.63,127
14792,฿0,0
14793,฿611.05,358
14794,฿1889.15,778
14795,฿131.45,17
14796,฿10691.12,7565
14797,฿300.31,99
14798,฿715.11,599
14799,฿338.15,495
14800,฿7415.59,6844
14801,฿193.14,175
14802,-฿1502.98,-2
14803,฿845.55,370
14804,฿353.27,121
14805,฿1104.64,421
14806,฿303.43,423
14807,฿519.29,247
14808,฿2175.37,2054
14809,฿686.76,232
14810,฿2537.02,1247
14811,฿170.5,74
14812,฿185.8,136
14813,฿1090.87,474
14814,฿160.46,96
14815,฿778.5,744
14816,฿271.85,5
14817,฿3889.21,2445
14818,฿1170.41,546
14819,฿470.16,173
14820,฿1274.76,724
14821,฿1286.45,485
14822,฿157.7,94
14823,฿321.43,88
14824,฿3952.51,1934
14825,฿4886.28,2841
14826,฿385.2,152
14827,฿0,5
14828,฿9803.46,9670
14829,฿1639.94,1109
14830,฿197.13,169
14831,฿1623.97,877
14832,-฿274.63,-1
14833,฿94.8,58
14834,฿2184.21,869
14835,฿293.1,178
14836,฿102.45,45
14837,฿3445.82,3022
14838,฿773.67,362
14839,฿915.28,927
14840,฿340.21,173
14841,฿7163,4164
14842,฿2456.8,1146
14843,฿211.8,132
14844,฿6688.43,4365
14845,฿150,600
14846,฿406.8,181
14847,฿1320.6,529
14848,฿310.56,260
14849,฿15542.44,11875
14850,฿1575.21,1384
14851,฿829.41,631
14852,฿6123.63,4366
14853,฿1351.37,343
14854,฿4302.17,2986
14855,฿6520.3,3510
14856,฿1311.38,714
14857,฿3578.931,2065
14858,฿180.75,105
14859,฿1703.94,886
14860,฿168.62,230
14861,฿1318.4,1054
14862,฿841.2,772
14863,฿266.76,132
14864,-฿48.75,-17
14865,฿129.72,300
14866,฿20657.77,9050
14867,฿2901.46,992
14868,฿4170.06,2224
14869,฿2776.8,2126
14870,฿1794.6,478
14871,฿1258.97,454
14872,฿802.68,614
14873,฿854.13,311
14874,฿116.18,148
14875,฿2841.55,1327
14876,฿256.7,162
14877,฿437,171
14878,฿3812.22,2179
14879,฿185.06,104
14880,฿706.19,373
14881,฿255.4,316
14882,฿3426.55,1448
14883,฿756.64,789
14884,฿120.6,72
14885,฿1496.12,1284
14886,฿364.8,160
14887,฿1862,1100
14888,฿369.2,184
14889,฿135.9,90
14890,฿817.25,636
14891,฿1106.73,788
14892,฿202.35,79
14893,฿1782.26,1034
14894,฿1412.21,591
14895,฿24488.82,10645
14896,฿1973.47,1100
14897,฿3100.74,1158
14898,฿3356.86,2222
14899,฿1384.88,586
14900,฿13.92,48
14901,฿2277.05,1049
14902,฿1000.27,703
14903,฿2744.48,1491
14904,฿1640.64,2549
14905,฿1939.69,987
14906,-฿66.98,-1
14907,฿6094.69,2783
14908,฿381.9,182
14909,฿1380.98,886
14910,฿389.86,221
14911,฿270248.53,143741
14912,฿748.58,1803
14913,฿4073.13,3955
14914,-฿5.85,-3
14915,฿1752.65,699
14916,฿2888.21,2379
14917,฿1123.75,891
14918,฿5955.81,2551
14919,฿359.35,129
14920,฿1607.17,886
14921,฿1316.07,953
14922,฿843.74,376
14923,฿749.1,418
14924,฿931.01,312
14925,-฿7.95,-1
14926,฿337.65,189
14927,฿308.2,196
14928,฿204.46,263
14929,฿836.69,487
14930,฿5136.64,2192
14931,฿964.68,416
14932,฿1029.66,337
14933,฿885,300
14934,฿2444.1,1446
14935,฿2849.83,1931
14936,฿12378.46,6271
14937,฿1617.63,483
14938,฿2289.43,1361
14939,-฿934.66,-1
14940,฿531.49,384
14941,฿182.1,80
14942,฿706.56,353
14943,฿107.62,46
14944,฿9674.92,4833
14945,฿179.4,156
14946,฿100.9,22
14947,฿1049.79,416
14948,฿1066.57,661
14949,฿498.55,243
14950,฿361.25,135
14951,฿311.69,311
14952,฿17244.25,6839
14953,฿1005.37,1008
14954,฿503.44,219
14955,฿163.77,74
14956,฿1325,2500
14957,฿333.29,105
14958,฿957.94,249
14959,฿684.97,491
14960,฿221.27,221
14961,฿16328.9,8335
14962,฿366.91,123
14963,฿3158.63,2314
14964,฿206.21,143
14965,฿599,365
14966,฿1115.84,1098
14967,฿1680.52,651
14968,฿504.99,258
14969,฿906.23,665
14970,฿3593.4,763
14971,฿1116.57,644
14972,฿145.07,40
14973,฿1314.45,369
14974,฿114.39,44
14975,฿472.39,507
14976,฿765.86,230
14977,฿31.93,17
14978,฿3106.34,736
14979,฿439.46,213
14980,฿150.68,79
14981,฿313.52,229
14982,฿237.78,125
14983,฿183.2,90
14984,฿1271.41,350
14985,฿296.75,260
14986,฿566.9,342
14987,฿1632.25,639
14988,฿2066.6,1276
14989,฿342.4,200
14990,฿305.42,130
14991,฿314.67,191
14992,฿210.5,145
14993,฿36.13,21
14994,฿886.33,489
14995,฿233.23,103
14996,฿442.29,404
14997,฿771.38,1390
14998,฿770.73,367
14999,฿129.48,88
15000,฿490.52,218
15001,฿230.86,81
15002,฿4817.28,2518
15003,฿1055.7,543
15004,฿1246.32,630
15005,฿13763.27,8752
15006,฿825.14,416
15007,฿156.91,69
15008,฿360,1500
15009,฿1261.78,642
15010,฿308.94,184
15011,฿416.6,289
15012,฿860.62,479
15013,฿1641.3,1747
15014,฿260.17,151
15015,฿2275.82,1563
15016,฿622.3,244
15017,฿125.58,63
15018,฿567.51,209
15019,฿266,159
15020,฿203.42,112
15021,฿2689.59,1179
15022,฿1186.09,656
15023,฿12092.19,5037
15024,฿4075.51,2201
15025,฿1013.09,515
15026,฿1061.61,673
15027,฿2974.04,2204
15028,฿1157.71,796
15029,฿362.15,233
15030,฿1964.66,1223
15031,฿2857.37,1436
15032,฿13285.65,7959
15033,฿2571.02,1692
15034,฿8282.45,4777
15035,฿252.73,245
15036,฿465.55,327
15037,฿402.51,301
15038,฿1269.96,411
15039,฿39742.99,18058
15040,฿7.49,1
15041,฿294.02,197
15042,฿315.45,238
15043,฿2873.8,1031
15044,฿15841.53,5259
15045,฿633.66,106
15046,฿7583.38,4530
15047,฿343.62,222
15048,฿479.27,215
15049,฿121.17,63
15050,฿4138.87,2588
15051,฿3920.16,3041
15052,฿215.78,82
15053,฿697.79,986
15054,฿302.1,198
15055,฿560.07,230
15056,฿133.45,81
15057,฿3184.56,1382
15058,฿3377.18,1657
15059,฿3427.62,1598
15060,฿303.09,263
15061,฿136391.48,79985
15062,฿2585.62,1872
15063,฿370.8,56
15064,฿1254.41,810
15065,฿3304.71,1418
15066,฿760.59,279
15067,฿3865.13,2162
15068,฿1176.85,835
15069,฿1109.53,520
15070,฿843.25,383
15071,฿1455.56,416
15072,฿187.52,164
15073,฿2357.04,1196
15074,฿1566.33,1063
15075,฿773.03,447
15076,฿1425.84,864
15077,฿2423.88,526
15078,฿17576.52,8906
15079,฿3686.75,1484
15080,฿546.25,287
15081,฿1948.27,804
15082,฿93.35,43
15083,฿88.2,38
15084,฿965.2,600
15085,฿347.54,169
15086,฿218.53,95
15087,฿306.94,470
15088,฿1140.27,457
15089,฿2420.84,1359
15090,฿381.32,208
15091,฿1023.11,574
15092,฿773.16,228
15093,฿13657.88,11530
15094,฿83,28
15095,฿3135.74,2231
15096,฿219.39,120
15097,฿587.05,298
15098,฿649.5,60
15099,฿410.48,343
15100,฿2319.5,278
15101,฿1303.49,655
15102,฿554.67,339
15103,฿703.36,329
15104,฿1002.54,635
15105,฿3094.91,1747
15106,฿1407.73,1144
15107,฿856.26,347
15108,฿1291.75,497
15109,฿961.9,254
15110,฿1480,331
15111,฿2730.87,1164
15112,฿209.4,72
15113,฿3439.41,2362
15114,฿3400.12,3532
15115,฿528.1,244
15116,฿1352.75,648
15117,฿2484.32,3092
15118,฿244.8,1440
15119,฿266.4,88
15120,฿343.82,292
15121,฿457.72,199
15122,฿4461.42,2019
15123,฿4656.17,2524
15124,฿450.82,462
15125,฿16124.33,8135
15126,฿449.49,273
15127,฿711.5,464
15128,฿1732.22,1566
15129,฿6860.18,4002
15130,฿330.11,197
15131,฿80.28,88
15132,฿977.93,679
15133,฿1806.9,960
15134,฿1596.29,1057
15135,฿293.78,82
15136,฿1282.45,775
15137,฿747.55,507
15138,฿486.59,278
15139,฿178.96,208
15140,฿3239.44,2005
15141,฿1378.31,1184
15142,฿2608.97,2154
15143,฿563.63,320
15144,฿12006.51,5205
15145,฿1194.73,756
15146,฿1313.66,1459
15147,฿608.65,363
15148,฿301.29,187
15149,฿1554.61,380
15150,฿8990.58,6158
15151,฿2085.61,795
15152,฿5197.97,2983
15153,฿329.25,198
15154,฿1332.26,342
15155,฿383.97,192
15156,฿961.49,597
15157,฿2587.54,3316
15158,฿437.66,210
15159,฿22049.4,13465
15160,฿589.27,307
15161,฿119.92,144
15162,฿241.5,66
15163,฿304.47,186
15164,฿2052.02,929
15165,฿975.5,320
15166,฿167.16,140
15167,฿1659.67,872
15168,฿106.56,52
15169,฿569.22,356
15170,฿81.15,33
15171,฿1034.5,190
15172,฿1624.05,1611
15173,฿1399.26,828
15174,฿481.46,382
15175,฿224.14,454
15176,฿985.09,447
15177,฿948.93,485
15178,฿40.5,30
15179,฿7426.82,5363
15180,฿904.43,690
15181,฿948.45,637
15182,฿2942.752,1174
15183,฿637.03,295
15184,฿689.95,486
15185,฿310.62,666
15186,฿1403.2,716
15187,฿4670.08,1869
15188,฿310.43,233
15189,฿17101.13,6788
15190,฿834.44,790
15191,฿588.05,287
15192,฿1981.39,1644
15193,฿499.32,144
15194,฿12187.68,9080
15195,฿3861,1404
15196,฿316.25,131
15197,฿1427.84,1037
15198,฿559.45,325
15199,฿3122.4,894
15200,฿549.05,195
15201,฿1525.9,1409
15202,-฿2570.18,-2
15203,฿4400.18,4182
15204,฿316.58,258
15205,฿648.83,377
15206,฿420.3,162
15207,฿653.77,398
15208,฿968.02,354
15209,฿178.98,94
15210,฿1176.19,841
15211,฿1277.48,357
15212,฿195.43,81
15213,฿325.05,270
15214,฿1661.44,1254
15215,฿1496.46,470
15216,฿486.09,217
15217,฿426.24,190
15218,฿11456,6520
15219,฿685.45,271
15220,฿1758.92,1377
15221,฿1816.1,239
15222,฿3415.66,4141
15223,฿1117.1,270
15224,฿837.26,423
15225,฿409.4,226
15226,฿154.41,71
15227,฿2488.49,1217
15228,฿5570.52,3372
15229,฿160.5,114
15230,฿429.6,351
15231,฿228.36,182
15232,฿612.06,686
15233,฿59.4,12
15234,฿197,196
15235,฿2937.81,1735
15236,฿321.05,269
15237,฿1412.32,1071
15238,฿1056.54,689
15239,฿764.34,591
15240,฿4315,3152
15241,฿3032.31,3325
15242,฿302.04,196
15243,฿927.28,543
15244,฿850.18,470
15245,฿4610.84,3021
15246,฿780.4,359
15247,฿967.11,513
15248,฿1865.03,1057
15249,฿9147.15,4947
15250,฿60,48
15251,฿20095.6,11980
15252,฿2053.06,1415
15253,฿2033.29,1577
15254,฿1073.4,710
15255,฿3670.77,2207
15256,฿170.4,92
15257,฿600.9,70
15258,฿623.16,142
15259,฿1182.38,631
15260,฿9098.38,4685
15261,฿1508,806
15262,฿418.82,218
15263,฿156.51,89
15264,฿844.2,441
15265,฿3345.64,1570
15266,฿841.7,235
15267,฿1717.36,944
15268,฿941.25,422
15269,฿1225.36,372
15270,฿7193.99,3632
15271,฿4639.29,2488
15272,฿2085.48,687
15273,฿228.96,216
15274,฿716.57,619
15275,฿609.19,497
15276,฿631.03,327
15277,฿476.34,373
15278,฿496.16,458
15279,฿1541.74,734
15280,฿406.22,513
15281,฿8317.62,5181
15282,฿348.59,395
15283,฿135.43,25
15284,฿24.75,5
15285,฿94.92,120
15286,฿240.55,55
15287,฿854.58,1009
15288,฿3883.13,1404
15289,฿1570.71,1609
15290,฿10355.58,6496
15291,฿13451.24,4668
15292,฿180.94,56
15293,฿247.5,178
15294,฿222.3,95
15295,฿217.24,151
15296,฿10223.93,5438
15297,฿635.04,290
15298,฿8356.03,5894
15299,฿7243.62,5443
15300,฿496.44,292
15301,฿7561.21,4283
15302,฿291.05,101
15303,฿1178.78,510
15304,฿905.45,129
15305,฿93.6,40
15306,฿3480.98,3073
15307,฿205.3,37
15308,฿302.27,173
15309,฿715.53,417
15310,฿1634.64,1476
15311,฿113513.07,69727
15312,฿2916.49,1689
15313,฿52,25
15314,฿800.65,738
15315,฿551.54,838
15316,฿165,100
15317,฿112.05,39
15318,฿312.62,642
15319,฿204.5,175
15320,฿267.13,326
15321,฿6560.65,3614
15322,฿1314.15,920
15323,฿320.9,139
15324,฿140.22,74
15325,฿1596.81,1375
15326,฿1529.82,1320
15327,฿208.75,116
15328,฿107.24,88
15329,฿2742.98,1155
15330,฿714.96,1312
15331,฿755.41,697
15332,฿6553.74,2958
15333,฿1028.56,344
15334,฿351.67,274
15335,฿173.97,80
15336,฿240.5,84
15337,฿344.72,192
15338,฿283.43,150
15339,฿1634.09,1100
15340,฿105.5,76
15341,฿2401.02,1006
15342,฿391.76,276
15343,฿364.5,84
15344,฿476.58,106
15345,฿367.69,78
15346,฿591.65,257
15347,฿1333.9,666
15348,฿158.04,84
15349,฿473.81,327
15350,฿663.25,323
15351,฿3615.18,1458
15352,฿114.95,43
15353,฿3154.05,1549
15354,-฿94.8,-1
15355,฿277.05,45
15356,฿3464.95,2015
15357,-฿36.75,-1
15358,฿16837.35,15219
15359,฿162.6,130
15360,฿427.93,223
15361,฿689.07,373
15362,฿613.08,368
15363,฿996.16,526
15364,฿913.19,493
15365,฿3573.26,1805
15366,฿2389.08,2447
15367,฿5005.73,2936
15368,฿722.74,406
15369,฿1713.39,1755
15370,฿3713.51,1395
15371,฿59.4,12
15372,฿5954.42,6336
15373,฿3218.59,745
15374,฿307.32,290
15375,฿60.96,84
15376,฿1233.36,619
15377,฿1179.95,249
15378,฿246.5,130
15379,฿4806.44,2988
15380,฿3422.2,1014
15381,฿1887.62,801
15382,฿13646.5,9130
15383,-฿10.5,-1
15384,฿2014.49,1761
15385,฿942.08,428
15386,฿394.14,446
15387,฿468.65,335
15388,฿140.54,88
15389,฿2733.8,3940
15390,฿1216.66,894
15391,฿282.92,108
15392,฿2891.82,2132
15393,฿891.34,378
15394,฿5251.4,2368
15395,฿107.45,17
15396,฿796.38,278
15397,฿94,20
15398,฿1339.63,767
15399,฿815.77,611
15400,฿1252.8,632
15401,฿216.95,93
15402,฿1816.64,2032
15403,฿170.88,492
15404,฿257.06,334
15405,฿659.84,348
15406,฿891.77,529
15407,฿1056.44,558
15408,฿267.18,106
15409,฿117.2,54
15410,฿4685.72,1902
15411,฿1346.38,528
15412,฿190.53,108
15413,-฿2531.38,2692
15414,฿774.9,443
15415,฿572.81,575
15416,฿4554.65,2418
15417,฿508.8,284
15418,฿452.32,266
15419,฿135.86,230
15420,฿743,844
15421,฿3805.34,1927
15422,฿1615.02,709
15423,฿219.14,193
15424,฿597.78,873
15425,฿1944.57,1042
15426,฿2592.95,1208
15427,฿1483.14,1013
15428,฿762.75,347
15429,฿364.9,369
15430,฿903.75,301
15431,฿153.24,84
15432,฿301.26,90
15433,฿417.87,399
15434,฿2517.11,1413
15435,฿149.29,54
15436,฿1122.53,613
15437,฿393.45,177
15438,฿156.58,59
15439,฿1269.05,572
15440,฿383.68,197
15441,฿1254.21,587
15442,฿594,120
15443,฿5116.14,2696
15444,฿1418.26,764
15445,฿284.5,118
15446,฿398.85,263
15447,฿484.93,227
15448,฿788.81,487
15449,฿971.22,810
15450,฿429.84,376
15451,฿233.21,79
15452,฿1799.11,1091
15453,฿1388.37,845
15454,฿307.69,148
15455,฿38.25,3
15456,฿2119.27,2826
15457,฿237.07,132
15458,฿370.44,300
15459,฿202.83,121
15460,฿216.76,109
15461,฿391.3,226
15462,฿737.05,495
15463,฿126.14,106
15464,฿1048.85,350
15465,฿12226.15,2727
15466,฿1571.01,944
15467,฿511.88,306
15468,฿1387.48,1390
15469,฿834.4,280
15470,฿63.42,232
15471,฿1316.56,683
15472,฿371.56,251
15473,฿1740,656
15474,฿163.1,56
15475,฿454.11,319
15476,฿2180.28,1168
15477,฿368.4,216
15478,฿2024.98,904
15479,฿147.4,38
15480,฿3592.25,1850
15481,฿1993.34,1450
15482,฿8107.83,4509
15483,฿862.2,944
15484,฿4624.8,4060
15485,฿5624.51,2566
15486,฿102,40
15487,฿231.32,144
15488,฿431.92,251
15489,฿2327.36,1225
15490,฿188.1,75
15491,฿3090.85,1624
15492,฿659.46,483
15493,฿4280.43,1255
15494,฿3770.95,3096
15495,฿246.5,194
15496,฿146.14,98
15497,฿8643.46,2932
15498,฿23860.81,12573
15499,฿161.6,60
15500,฿1131.56,572
15501,฿402.5,206
15502,฿8673.53,5366
15503,฿267.15,136
15504,฿413.9,147
15505,฿3497.14,2348
15506,฿2040.03,1647
15507,฿492.36,162
15508,฿1000.27,440
15509,฿166.51,72
15510,฿250,2
15511,฿909.23,271
15512,฿331.58,235
15513,฿27264.45,10615
15514,฿5422.28,3877
15515,฿171.81,131
15516,฿62.43,27
15517,฿267.03,293
15518,฿4103.78,2772
15519,฿344.61,116
15520,฿343.5,314
15521,฿6674.44,4350
15522,฿398.84,573
15523,฿17220.04,15850
15524,฿591.4,28
15525,฿1280.8,678
15526,฿148.44,24
15527,฿5041.78,2095
15528,฿229.33,123
15529,฿5084.5,4481
15530,฿1813.72,1340
15531,฿2007.44,1105
15532,฿3708.05,1336
15533,฿746.92,256
15534,฿162.25,63
15535,฿985.82,307
15536,฿259.09,242
15537,฿110.92,29
15538,฿3027.15,988
15539,฿538.46,410
15540,฿460.68,444
15541,฿85.13,49
15542,฿895.9,452
15543,฿242.84,169
15544,฿8134.12,7006
15545,฿428.05,238
15546,฿539.55,99
15547,฿10140.89,7360
15548,฿158.09,64
15549,฿2308.46,930
15550,฿1995.6,1136
15551,฿1659.28,806
15552,฿252.52,166
15553,฿437.23,451
15554,฿217.2,74
15555,฿11744.08,8732
15556,฿279.77,236
15557,฿473.65,219
15558,฿143.33,62
15559,฿1109.4,526
15560,฿153.52,72
15561,฿1856.54,1323
15562,฿673.38,561
15563,฿2781.21,2966
15564,฿70.74,42
15565,฿173.16,60
15566,฿227.87,153
15567,฿186.01,223
15568,฿758.29,461
15569,฿3586.35,1736
15570,฿9246.99,4269
15571,฿4051.63,2506
15572,฿4068.67,2148
15573,฿1207.18,780
15574,฿1476.7,849
15575,฿30.1,6
15576,฿940.67,404
15577,฿397.98,121
15578,฿127.1,52
15579,฿1267.25,647
15580,฿1221.95,906
15581,฿5797.78,3082
15582,฿682.91,453
15583,฿107.86,63
15584,฿1275,485
15585,฿455.3,320
15586,฿1128.66,1302
15587,฿1522.08,528
15588,฿579.6,96
15589,฿456.58,242
15590,฿1466.41,831
15591,฿217.9,58
15592,฿388.58,354
15593,฿199.8,60
15594,฿1767.53,982
15595,฿357.6,144
15596,฿3023.59,1353
15597,฿554.52,390
15598,฿543.02,400
15599,฿1250.06,1098
15600,฿1178.71,651
15601,฿14919.22,11050
15602,฿2975.97,2197
15603,฿74.73,117
15604,฿216.39,159
15605,฿1933.4,708
15606,฿4733.47,1443
15607,฿1578.57,1434
15608,฿1785.98,1262
15609,฿270.03,145
15610,฿112.46,66
15611,฿2858.37,722
15612,฿195.15,52
15613,฿433.72,700
15614,฿3008.86,1606
15615,฿21282.07,12055
15616,฿317.11,137
15617,฿828.55,485
15618,฿747.031,428
15619,฿336.4,136
15620,฿1909.93,1228
15621,฿1158.77,463
15622,฿7318.08,3961
15623,฿2437.05,1087
15624,฿588.13,357
15625,฿3203.25,2993
15626,฿1049.37,1133
15627,฿566.9,344
15628,฿5603.36,3797
15629,฿2240.9,1518
15630,฿1475.45,986
15631,฿596.67,525
15632,฿3147.31,2049
15633,฿4173.41,2024
15634,฿554.65,227
15635,฿100.35,5
15636,฿1444.58,560
15637,฿797.59,651
15638,฿2137.2,1078
15639,฿1028.33,832
15640,฿23835.41,12336
15641,฿5345.55,4422
15642,฿105.78,270
15643,฿647.4,242
15644,฿813,557
15645,฿1042.57,390
15646,฿952.11,1045
15647,฿169,124
15648,฿599.9,213
15649,฿2170.35,485
15650,฿539.03,207
15651,฿1259.06,871
15652,฿1411.84,657
15653,฿877.44,1200
15654,฿922.53,475
15655,฿511.32,319
15656,฿748.5,343
15657,฿30,24
15658,฿2270.34,664
15659,฿532.49,161
15660,฿2764.14,1880
15661,฿1215.95,779
15662,฿283.73,145
15663,฿138.14,106
15664,฿1212.35,511
15665,฿4015.12,2794
15666,฿632.94,469
15667,฿301.32,240
15668,฿76.32,72
15669,฿677.69,339
15670,฿315.2,124
15671,฿2635.49,1681
15672,฿45.3,10
15673,฿6409.84,3360
15674,฿6217.85,3444
15675,฿542.04,624
15676,฿3324.09,2231
15677,฿1305.63,675
15678,฿1893.89,1067
15679,฿781.28,1170
15680,฿4464.48,3064
15681,฿2480.2,1126
15682,฿316.99,221
15683,฿524.54,332
15684,฿147.8,72
15685,฿55.98,36
15686,฿90,72
15687,฿2981.5,1308
15688,฿190.57,95
15689,฿521.03,207
15690,฿239.76,408
15691,฿511.8,202
15692,฿191.04,138
15693,฿37.5,30
15694,฿10566.46,2615
15695,฿1131.04,484
15696,฿3757.47,1383
15697,฿246.75,127
15698,฿46.2,60
15699,฿309.65,113
15700,฿664.03,328
15701,฿1542.14,923
15702,฿140.39,103
15703,฿211.5,66
15704,฿3744.18,1698
15705,฿143.1,62
15706,฿1001.81,305
15707,฿945.58,605
15708,฿4323.98,1661
15709,฿327.85,169
15710,฿898.87,641
15711,฿420.25,199
15712,฿3467.46,1276
15713,฿985.99,506
15714,฿784.81,362
15715,฿658.02,246
15716,฿3056.81,1821
15717,฿607,224
15718,฿293.79,95
15719,฿10134.36,5353
15720,฿741.92,329
15721,฿507.08,409
15722,฿5120.05,2263
15723,฿947.65,444
15724,฿299.8,114
15725,฿415.25,221
15726,฿321.91,123
15727,฿9445.51,5942
15728,฿409.8,98
15729,฿154.7,40
15730,฿1708.18,1053
15731,฿125.3,122
15732,฿1637.52,1352
15733,฿162.3,62
15734,฿2263.3,516
15735,฿327.68,206
15736,฿1717.27,1259
15737,฿1121.21,584
15738,฿13342.12,9264
15739,฿449.12,472
15740,฿154.88,152
15741,฿208.62,70
15742,฿156.87,51
15743,฿784.46,216
15744,฿34.8,120
15745,฿1071.24,412
15746,฿182.96,130
15747,฿2560.66,1369
15748,฿614.76,262
15749,฿21535.9,9014
15750,฿6692.551,4565
15751,฿1318.84,437
15752,฿4199.09,2962
15753,฿79.2,144
15754,฿3001.86,1755
15755,฿5936.95,3999
15756,฿532.96,242
15757,฿2940.36,1757
15758,฿205.25,47
15759,฿810.98,518
15760,-฿5795.87,-1
15761,฿143.05,31
15762,฿583.75,251
15763,฿1048.67,268
15764,฿4453.28,2925
15765,฿370.63,335
15766,฿799.66,330
15767,-฿242.7,-50
15768,฿15559.46,4256
15769,฿84269.38,47090
15770,฿321.45,67
15771,฿1006.54,512
15772,฿280.88,110
15773,฿774.52,410
15774,฿1324.2,472
15775,฿150.5,260
15776,฿241.62,138
15777,฿1732.16,595
15778,฿307.95,101
15779,฿124.08,20
15780,฿475.28,220
15781,฿333.56,178
15782,฿3985.65,1842
15783,฿246.3,212
15784,฿848.33,381
15785,฿5825.33,4427
15786,฿8392.85,5893
15787,฿948.05,540
15788,฿215.53,112
15789,฿1932.01,2475
15790,฿220.85,114
15791,฿3541.79,1949
15792,฿933.84,606
15793,฿2382.92,1684
15794,฿777,288
15795,฿1979.87,1411
15796,฿5019.95,1715
15797,฿2821.08,1281
15798,฿1535.37,915
15799,฿1424.29,1342
15800,฿1242.58,588
15801,฿1042.19,562
15802,-฿451.42,-1
15803,฿1929.66,1030
15804,฿3848.55,2515
15805,฿9708.92,6107
15806,฿784.58,602
15807,฿1807.57,1531
15808,฿18248.83,7198
15809,฿862.88,649
15810,฿2724.8,1510
15811,฿3843.22,1912
15812,฿5186.17,3432
15813,฿1303.91,603
15814,฿2531.84,1704
15815,฿2100.6,1856
15816,฿93.3,51
15817,฿2766.4,1596
15818,฿340.5,284
15819,฿3911.28,2913
15820,฿206.98,128
15821,฿570.96,202
15822,฿1777.91,938
15823,฿3033.86,1487
15824,฿890.94,478
15825,฿532.94,220
15826,฿2583.13,1811
15827,฿3430.96,1749
15828,฿1108.82,367
15829,฿636.14,996
15830,฿547.7,409
15831,฿747.76,1097
15832,฿836.79,465
15833,฿80.4,24
15834,฿3600.29,1812
15835,฿954.09,439
15836,฿117.47,24
15837,฿777.01,405
15838,฿73404.11,45824
15839,฿1020.74,670
15840,฿345.66,394
15841,฿2716.5,2374
15842,฿528.75,288
15843,฿118.95,27
15844,฿130.74,134
15845,฿4273.65,2085
15846,฿107.01,79
15847,฿822.57,643
15848,฿139.94,46
15849,-฿5876.34,-1
15850,฿1058.72,1379
15851,฿109.73,67
15852,฿257.26,60
15853,฿110.8,135
15854,฿5583.81,1704
15855,฿1052.72,712
15856,฿33817.44,20332
15857,฿570.48,584
15858,฿3917.87,2913
15859,฿438.46,174
15860,฿2505.21,1342
15861,฿4217.99,3847
15862,฿2928.29,1680
15863,฿358.7,164
15864,฿2014.22,1338
15865,฿2248.92,1147
15866,฿230.53,126
15867,฿8974.85,5122
15868,฿94.53,57
15869,฿323.66,274
15870,฿862.61,508
15871,฿33.1,5
15872,฿795.68,506
15873,฿138.24,576
15874,฿11135,5054
15875,฿111.72,76
15876,฿1449.14,886
15877,฿440.78,246
15878,฿330.77,243
15879,฿1157.3,643
15880,฿626.56,374
15881,฿438.24,199
15882,฿1448.91,791
15883,฿396.48,223
15884,฿243.75,157
15885,฿1737.57,597
15886,฿1052.87,667
15887,฿1027.15,605
15888,฿402.12,123
15889,฿1795.83,982
15890,฿535.65,119
15891,฿524.52,442
15892,฿128.2,46
15893,฿305.28,288
15894,฿420.29,283
15895,฿179.17,94
15896,-฿1899.67,-1
15897,฿222.05,261
15898,฿5534.36,2401
15899,฿112.5,78
15900,฿890.5,659
15901,฿684.23,700
15902,฿145.01,124
15903,฿8859.82,3917
15904,฿164.68,84
15905,฿114.69,82
15906,฿2467.89,742
15907,฿967.45,509
15908,฿764.57,174
15909,฿191.94,98
